msisdn,home_city_name,home_region_name
212691465725,Aït Attab,Béni Mellal-Khénifra
212639088012,Ksar El Kébir,Tanger-Tétouan-Al Hoceïma
212789551387,Séfrou,Fès-Meknès
212769707106,Naima,l'Oriental
212770141388,Tit Mellil,Casablanca-Settat
212673728512,Stehat,Tanger-Tétouan-Al Hoceïma
212775941743,Aït Majden,Béni Mellal-Khénifra
212797588318,Skoura,Drâa-Tafilalet
212683976132,Chefchaouen,Tanger-Tétouan-Al Hoceïma
212680456024,Boufakrane,Fès-Meknès
212643476793,Ighil n'Oumgoun,Drâa-Tafilalet
212763188734,Souk El Arbaa,Rabat-Salé-Kénitra
212666200175,Oued Laou,Tanger-Tétouan-Al Hoceïma
212721288369,Moqrisset,Tanger-Tétouan-Al Hoceïma
212697861984,Oued Ifrane,Fès-Meknès
212758665661,Taourirt ait zaghar,Drâa-Tafilalet
212746400576,Drargua,Souss-Massa
212692679054,Sidi Allal El Bahraoui,Rabat-Salé-Kénitra
212630031022,Laâtamna,l'Oriental
212619614256,Tizi Ouasli,Fès-Meknès
212762078587,Tamansourt,Marrakech-Safi
212713721450,Ras El Ma,l'Oriental
212766820762,Ait Daoud,Marrakech-Safi
212617623223,Lâattaouia,Marrakech-Safi
212623195889,Alnif,Drâa-Tafilalet
212711847954,Tizguite,Fès-Meknès
212772570220,El Hanchane,Marrakech-Safi
212630523688,Lalla Mimouna,Rabat-Salé-Kénitra
212680594819,Ghafsai,Fès-Meknès
212723836811,Touima,l'Oriental
212755959441,Jaâdar,l'Oriental
212671098296,Dar Oulad Zidouh,Béni Mellal-Khénifra
212746001569,Soualem,Casablanca-Settat
212611555215,Azemmour,Casablanca-Settat
212753582190,Sidi Boubker,l'Oriental
212613908228,Aïn Jemaa,Fès-Meknès
212787078490,Sidi Bouzid,Casablanca-Settat
212674705288,Guelmim,Guelmim-Oued Noun
212761570652,Ifri,Drâa-Tafilalet
212673078015,Moulay Bousselham,Rabat-Salé-Kénitra
212687670292,Touissit,l'Oriental
212756084195,Sidi Bouknadel,Rabat-Salé-Kénitra
212784150515,Marrakech,Marrakech-Safi
212720185554,Aït Majden,Béni Mellal-Khénifra
212798938057,Imouzzer Kandar,Fès-Meknès
212621938975,Zagora,Drâa-Tafilalet
212657052474,Oulad M'rah,Casablanca-Settat
212759829059,Imintanoute,Marrakech-Safi
212648250360,Sidi Rahhal,Marrakech-Safi
212694006576,Sidi Slimane Echcharaa,l'Oriental
212653995975,Zeubelemok,Marrakech-Safi
212645942379,Es-Semara,Laâyoune-Sakia El Hamra
212643347328,Karia,Fès-Meknès
212622031723,Sidi Bennour,Casablanca-Settat
212696337518,Oued Rmel,Tanger-Tétouan-Al Hoceïma
212775891112,Marrakech,Marrakech-Safi
212639063702,Sarghine,Drâa-Tafilalet
212722519533,Tichoute,Drâa-Tafilalet
212626319911,Zaouia d'Ifrane,Fès-Meknès
212637418684,Khemis Zemamra,Casablanca-Settat
212767711934,Imzouren,Tanger-Tétouan-Al Hoceïma
212794635340,Dcheira El Jihadia,Souss-Massa
212649334637,Zaouia d'Ifrane,Fès-Meknès
212751117808,Taourirt ait zaghar,Drâa-Tafilalet
212715029219,Al Hoceïma,Tanger-Tétouan-Al Hoceïma
212678058934,Er-Rich,Béni Mellal-Khénifra
212722697900,Aït Yalla,Drâa-Tafilalet
212790375429,Tisgdal,Souss-Massa
212769269786,Sidi Jaber,Béni Mellal-Khénifra
212714939428,Touissit,l'Oriental
212743459016,Moussaoua,Fès-Meknès
212647298081,Brikcha,Tanger-Tétouan-Al Hoceïma
212684260813,Es-Semara,Laâyoune-Sakia El Hamra
212685841815,Sidi Boubker,l'Oriental
212694802646,Tinejdad,Drâa-Tafilalet
212790100876,Ain El Aouda,Rabat-Salé-Kénitra
212768141599,Es-Semara,Laâyoune-Sakia El Hamra
212635056509,Zeghanghane,l'Oriental
212638492924,Tighassaline,Béni Mellal-Khénifra
212799286709,Jerada,l'Oriental
212673273739,El Guerdane,Souss-Massa
212744832620,Dar Gueddari,Rabat-Salé-Kénitra
212772234107,Berrechid,Casablanca-Settat
212735286532,Oulad Abbou,Casablanca-Settat
212698971964,Guercif,l'Oriental
212724841087,Bni Drar,l'Oriental
212673960874,El Kelaâ des Sraghna,Marrakech-Safi
212710960650,Kassita,l'Oriental
212678885724,Oulad Abbou,Casablanca-Settat
212684165706,Séfrou,Fès-Meknès
212616233845,Kerrouchen,Béni Mellal-Khénifra
212790473516,Sidi Abdallah Ghiat,Marrakech-Safi
212681072989,Bin elouidane,Béni Mellal-Khénifra
212660189051,Souk El Arbaa,Rabat-Salé-Kénitra
212622171845,Oulad Ayad,Béni Mellal-Khénifra
212797564162,Fraïta,Marrakech-Safi
212663472710,Hattane,Béni Mellal-Khénifra
212784494689,Aghbala,Béni Mellal-Khénifra
212643541158,Skoura,Drâa-Tafilalet
212799392119,M'semrir,Drâa-Tafilalet
212731046718,Akchour,Tanger-Tétouan-Al Hoceïma
212697001382,Temsia,Souss-Massa
212766315001,Debdou,l'Oriental
212770972191,M'rirt,Béni Mellal-Khénifra
212795181690,Sidi Kacem,Rabat-Salé-Kénitra
212644446081,Moulay Idriss Zerhoun,Fès-Meknès
212658745513,Tit Mellil,Casablanca-Settat
212743391093,Sidi Allal Tazi,Rabat-Salé-Kénitra
212683575604,Bouhdila,l'Oriental
212652189979,Sidi Allal El Bahraoui,Rabat-Salé-Kénitra
212767029786,Khénifra,Béni Mellal-Khénifra
212658017495,M'rirt,Béni Mellal-Khénifra
212635418639,Zaïo,l'Oriental
212618906489,Selouane,l'Oriental
212717491137,Aoulouz,Souss-Massa
212639187935,Kénitra,Rabat-Salé-Kénitra
212636487014,Kénitra,Rabat-Salé-Kénitra
212668487183,Harte Lyamine,Drâa-Tafilalet
212699879860,Khenichet,Rabat-Salé-Kénitra
212759556745,Aïn Cheggag,Fès-Meknès
212749909205,Tizi Ouasli,Fès-Meknès
212634586189,Oued Heimer,l'Oriental
212634956675,Ghmate,Marrakech-Safi
212678233347,Karia,Fès-Meknès
212786230737,Harte Lyamine,Drâa-Tafilalet
212695840043,Sebt Jahjouh,Fès-Meknès
212735335254,Bouarfa,l'Oriental
212684203385,Igdamen,Souss-Massa
212613481114,Oulad Zbair,Fès-Meknès
212677389365,Ain El Aouda,Rabat-Salé-Kénitra
212689272349,Tanalt,Souss-Massa
212644959126,Boulemane,Fès-Meknès
212786555203,Kehf Nsour,Béni Mellal-Khénifra
212615051512,Oued Heimer,l'Oriental
212760245439,Ajdir,Tanger-Tétouan-Al Hoceïma
212642478191,Driouch,l'Oriental
212780271571,Tamegroute,Drâa-Tafilalet
212613993302,Mzouda,Marrakech-Safi
212765823068,Ihddaden,l'Oriental
212787307819,Aknoul,Fès-Meknès
212771166987,Bouznika,Casablanca-Settat
212750785030,Sidi Lyamani,Tanger-Tétouan-Al Hoceïma
212784085394,Khénifra,Béni Mellal-Khénifra
212774341956,Oulad Amrane,Casablanca-Settat
212655076513,Azemmour,Casablanca-Settat
212747441980,Awsard,Dakhla-Oued Ed Dahab
212626051506,Boudnib,Drâa-Tafilalet
212671946055,Ben Taïeb,l'Oriental
212769034987,Sid L'Mokhtar,Marrakech-Safi
212793803758,Oulad Saïd,Casablanca-Settat
212729911202,Es-Semara,Laâyoune-Sakia El Hamra
212626493507,Kasba Tadla,Béni Mellal-Khénifra
212721374241,Sidi Smaïl,Casablanca-Settat
212754931137,Soualem,Casablanca-Settat
212741744339,Berrechid,Casablanca-Settat
212612336268,Dar Oulad Zidouh,Béni Mellal-Khénifra
212643956332,Boudnib,Drâa-Tafilalet
212787130974,Sidi Bou Othmane,Marrakech-Safi
212678747503,Loulad,Casablanca-Settat
212756197271,Bhalil,Fès-Meknès
212753477212,Kattara,Marrakech-Safi
212635964120,Bouguedra,Marrakech-Safi
212655157934,Tiztoutine,l'Oriental
212690432656,Aoulouz,Souss-Massa
212638223438,Boumalne-Dadès,Drâa-Tafilalet
212725385954,Kassita,l'Oriental
212733556997,Kattara,Marrakech-Safi
212651455359,N'Zalat Bni Amar,Fès-Meknès
212670362759,Arazane,Souss-Massa
212668822692,Tamraght,Souss-Massa
212628185523,Sidi Abdallah Ghiat,Marrakech-Safi
212751618033,Inezgane,Souss-Massa
212734762577,Rissani,Drâa-Tafilalet
212635578733,Imzouren,Tanger-Tétouan-Al Hoceïma
212771358789,Guisser,Casablanca-Settat
212755023402,Gueznaia,Tanger-Tétouan-Al Hoceïma
212739563938,Ouaoumana,Béni Mellal-Khénifra
212667696939,Tamanar,Marrakech-Safi
212798811601,Rissani,Drâa-Tafilalet
212695305349,Tabounte,Drâa-Tafilalet
212773863078,Akka,Souss-Massa
212660738236,Midar,l'Oriental
212676153457,Ighounane,Drâa-Tafilalet
212785322694,Amalou Ighriben,Béni Mellal-Khénifra
212799624278,Afourar,Béni Mellal-Khénifra
212741627417,Lqliâa,Souss-Massa
212625131215,Aït Hichem,Tanger-Tétouan-Al Hoceïma
212696576097,Lakhsas,Souss-Massa
212693828223,Oulad Teïma,Souss-Massa
212799403470,Tizi Ouasli,Fès-Meknès
212659309798,Bni Hadifa,Tanger-Tétouan-Al Hoceïma
212679980991,El Marsa,Laâyoune-Sakia El Hamra
212697727306,Zinat,Tanger-Tétouan-Al Hoceïma
212693606039,Irherm,Souss-Massa
212795471582,Skhinate,Fès-Meknès
212685356307,Sidi Bouknadel,Rabat-Salé-Kénitra
212798419654,Driouch,l'Oriental
212775976654,Sidi Mohamed ben Abdallah el-Raisuni,Tanger-Tétouan-Al Hoceïma
212759976315,Tiflet,Rabat-Salé-Kénitra
212767892764,Guisser,Casablanca-Settat
212748714806,Béni Mellal,Béni Mellal-Khénifra
212614409022,Karia (El Jadida),Casablanca-Settat
212767677283,Stehat,Tanger-Tétouan-Al Hoceïma
212651658971,Aïn Cheggag,Fès-Meknès
212653244543,Thar Es-Souk,Fès-Meknès
212787209449,Jebha,Tanger-Tétouan-Al Hoceïma
212610077842,Séfrou,Fès-Meknès
212739367898,Errachidia,Drâa-Tafilalet
212640050352,Ifri,Drâa-Tafilalet
212685977171,Tissa,Fès-Meknès
212617317101,Rommani,Rabat-Salé-Kénitra
212688746410,El Kelaâ des Sraghna,Marrakech-Safi
212691128845,Jorf El Melha,Rabat-Salé-Kénitra
212681834193,Bni Bouayach,Tanger-Tétouan-Al Hoceïma
212615040032,Sarghine,Drâa-Tafilalet
212730216786,Karia,Fès-Meknès
212756501600,Sidi Jaber,Béni Mellal-Khénifra
212777876421,Tamallalt,Marrakech-Safi
212726006731,Kasba Tadla,Béni Mellal-Khénifra
212613666240,Oulad Amrane,Casablanca-Settat
212754144344,Imouzzer Marmoucha,Fès-Meknès
212728006478,Ouazzane,Tanger-Tétouan-Al Hoceïma
212640224495,Imintanoute,Marrakech-Safi
212711430895,Zeghanghane,l'Oriental
212732969633,Ras El Ma,l'Oriental
212639785308,Zag,Guelmim-Oued Noun
212675160939,Séfrou,Fès-Meknès
212786419455,Ouaouizeght,Béni Mellal-Khénifra
212784800052,Tamallalt,Marrakech-Safi
212615650811,Ait Daoud,Marrakech-Safi
212731808798,Tabounte,Drâa-Tafilalet
212697294510,Kattara,Marrakech-Safi
212776302087,Akka,Souss-Massa
212663900658,Ribate El Kheir,Fès-Meknès
212736961380,Tabounte,Drâa-Tafilalet
212785023675,Oulad Ghadbane,Casablanca-Settat
212659817946,Moussaoua,Fès-Meknès
212783926799,Tabounte,Drâa-Tafilalet
212651271480,Tamallalt,Marrakech-Safi
212689011278,Guercif,l'Oriental
212673101155,Aïn Jemaa,Fès-Meknès
212620541692,Taghzout,Tanger-Tétouan-Al Hoceïma
212779068685,Aït Ishaq,Béni Mellal-Khénifra
212681105440,Sidi Mohamed ben Abdallah el-Raisuni,Tanger-Tétouan-Al Hoceïma
212664746688,Berrechid,Casablanca-Settat
212691604063,Ain Taoujdate,Fès-Meknès
212617440415,Tata,Souss-Massa
212722318931,Errachidia,Drâa-Tafilalet
212768157857,El Guerdane,Souss-Massa
212785664025,Ben Yakhlef,Casablanca-Settat
212748683354,Aït Ourir,Marrakech-Safi
212775425520,Outat El Haj,Fès-Meknès
212788993648,Jorf Lasfar,Casablanca-Settat
212767612712,Soualem,Casablanca-Settat
212623928046,Salé,Rabat-Salé-Kénitra
212613930081,Drargua,Souss-Massa
212645282761,Zaïda,Drâa-Tafilalet
212742051718,Bouanane,l'Oriental
212645370547,Ghmate,Marrakech-Safi
212673030668,Ras El Ma,l'Oriental
212715090586,Outat El Haj,Fès-Meknès
212782523101,Oulad M'rah,Casablanca-Settat
212785966860,Tit Mellil,Casablanca-Settat
212741406272,Zag,Guelmim-Oued Noun
212712083528,Aïn Erreggada,l'Oriental
212671040166,Lalla Mimouna,Rabat-Salé-Kénitra
212669034176,Taza,Fès-Meknès
212786564778,Sidi Jaber,Béni Mellal-Khénifra
212749786092,Aït Ourir,Marrakech-Safi
212764165102,Tizguite,Fès-Meknès
212625529885,Assilah,Tanger-Tétouan-Al Hoceïma
212715465899,Meknès,Fès-Meknès
212756803991,Dra'a,Drâa-Tafilalet
212723773406,Oued Rmel,Tanger-Tétouan-Al Hoceïma
212772551235,Khémis Sahel,Tanger-Tétouan-Al Hoceïma
212711988838,Aknoul,Fès-Meknès
212717039699,Massa (Maroc),Souss-Massa
212743734634,Goulmima,Drâa-Tafilalet
212663996520,Chichaoua,Marrakech-Safi
212742354512,Tizguite,Fès-Meknès
212713933381,El Menzel,Fès-Meknès
212685238343,Kassita,l'Oriental
212767150973,Rommani,Rabat-Salé-Kénitra
212656972343,Jaâdar,l'Oriental
212729573589,Témara,Rabat-Salé-Kénitra
212787985356,Guisser,Casablanca-Settat
212630112376,Tabounte,Drâa-Tafilalet
212644337159,Es-Semara,Laâyoune-Sakia El Hamra
212666278006,Khémisset,Rabat-Salé-Kénitra
212637783270,Oulad Saïd,Casablanca-Settat
212623809803,Bni Drar,l'Oriental
212775516928,Guelmim,Guelmim-Oued Noun
212753031119,Afourar,Béni Mellal-Khénifra
212719924917,Ras El Aïn,Casablanca-Settat
212689609276,Gueznaia,Tanger-Tétouan-Al Hoceïma
212659979458,Inahnahen,Tanger-Tétouan-Al Hoceïma
212659180602,Touissit,l'Oriental
212762926710,Gueznaia,Tanger-Tétouan-Al Hoceïma
212798293944,M'semrir,Drâa-Tafilalet
212685445277,Aïn Leuh,Fès-Meknès
212684634129,Aït Boubidmane,Fès-Meknès
212617510090,Dra'a,Drâa-Tafilalet
212782480471,Jebha,Tanger-Tétouan-Al Hoceïma
212784269035,Karia,Fès-Meknès
212759286669,Ben Taïeb,l'Oriental
212737288386,Aïn Leuh,Fès-Meknès
212730618305,Souk El Arbaa,Rabat-Salé-Kénitra
212695878237,Sidi Bouknadel,Rabat-Salé-Kénitra
212799951437,Ihddaden,l'Oriental
212615236496,Sidi Abdallah Ghiat,Marrakech-Safi
212642040689,Talmest,Marrakech-Safi
212750619082,Bir Jdid,Casablanca-Settat
212630771040,Saïdia,l'Oriental
212786707306,Tissa,Fès-Meknès
212649651313,Laaounate,Casablanca-Settat
212783674281,Bouznika,Casablanca-Settat
212739580600,Marrakech,Marrakech-Safi
212766270064,Tétouan,Tanger-Tétouan-Al Hoceïma
212751242867,Aïn Erreggada,l'Oriental
212739428728,Khenichet,Rabat-Salé-Kénitra
212732505542,Amalou Ighriben,Béni Mellal-Khénifra
212728511117,Tiznit,Souss-Massa
212643247063,Mehdia,Rabat-Salé-Kénitra
212645917381,Oulad Teïma,Souss-Massa
212767161744,Aït Attab,Béni Mellal-Khénifra
212771184875,Midar,l'Oriental
212642410457,Stehat,Tanger-Tétouan-Al Hoceïma
212711747921,Aïn Jemaa,Fès-Meknès
212749389738,MyAliCherif,Drâa-Tafilalet
212792041159,Moqrisset,Tanger-Tétouan-Al Hoceïma
212643279737,Settat,Casablanca-Settat
212775109043,Tanalt,Souss-Massa
212762053011,Bouznika,Casablanca-Settat
212645288570,Madagh,l'Oriental
212683710132,Mehdia,Rabat-Salé-Kénitra
212733681996,Aït Ourir,Marrakech-Safi
212779183574,Sebt El Maârif,Casablanca-Settat
212796352388,Guercif,l'Oriental
212624091308,Kerrouchen,Béni Mellal-Khénifra
212645376113,Aït Boubidmane,Fès-Meknès
212677649783,Al Hoceïma,Tanger-Tétouan-Al Hoceïma
212714276855,Bni Tadjite,l'Oriental
212642631454,Madagh,l'Oriental
212782847602,Anzi,Souss-Massa
212632850356,Khémis Sahel,Tanger-Tétouan-Al Hoceïma
212725872311,Skhirate,Rabat-Salé-Kénitra
212710348804,Taza,Fès-Meknès
212769514021,Sidi Ifni,Guelmim-Oued Noun
212740184590,Sidi Ali Ban Hamdouche,Casablanca-Settat
212685737736,Kénitra,Rabat-Salé-Kénitra
212764809901,Megousse,Souss-Massa
212694443690,Marrakech,Marrakech-Safi
212795078627,Ben Ahmed,Casablanca-Settat
212651395087,Sidi Jaber,Béni Mellal-Khénifra
212646733147,Ben Taïeb,l'Oriental
212794020551,Outat El Haj,Fès-Meknès
212715091757,Skhinate,Fès-Meknès
212673538435,Sidi Yahya El Gharb,Rabat-Salé-Kénitra
212795142378,Dar Chaoui,Tanger-Tétouan-Al Hoceïma
212738778099,Ihddaden,l'Oriental
212616179953,Safi,Marrakech-Safi
212763549000,Moulay Brahim,Marrakech-Safi
212792605332,Sidi Mohamed ben Abdallah el-Raisuni,Tanger-Tétouan-Al Hoceïma
212711692357,Boulanouare,Béni Mellal-Khénifra
212744654761,Oulad Berhil,Souss-Massa
212717933798,Sabaa Aiyoun,Fès-Meknès
212673854554,Farkhana,l'Oriental
212721120188,Lâattaouia,Marrakech-Safi
212779843888,Talsint,l'Oriental
212670721520,Bejaâd,Béni Mellal-Khénifra
212669241458,Lqliâa,Souss-Massa
212711746010,Echemmaia,Marrakech-Safi
212641875806,Bouznika,Casablanca-Settat
212690308034,Madagh,l'Oriental
212680031639,Khénifra,Béni Mellal-Khénifra
212627600616,Aït Yalla,Drâa-Tafilalet
212719148797,Oued Amlil,Fès-Meknès
212635033054,Ajdir,Tanger-Tétouan-Al Hoceïma
212660933133,Sidi Rahhal,Marrakech-Safi
212637907617,Agni Izimmer,Souss-Massa
212715223785,Jerada,l'Oriental
212632850094,Moussaoua,Fès-Meknès
212739875725,Oued Amlil,Fès-Meknès
212713671471,Saïdia,l'Oriental
212788528370,Oulad Zbair,Fès-Meknès
212731054711,Aïn Leuh,Fès-Meknès
212617061104,Bni Hadifa,Tanger-Tétouan-Al Hoceïma
212682603661,Aïn Harrouda,Casablanca-Settat
212651676256,Sidi Jaber,Béni Mellal-Khénifra
212679647575,Oued Amlil,Fès-Meknès
212771204032,Es-Semara,Laâyoune-Sakia El Hamra
212614876802,Boujdour,Laâyoune-Sakia El Hamra
212622869479,Safi,Marrakech-Safi
212625200568,Figuig,l'Oriental
212741858943,Dar Gueddari,Rabat-Salé-Kénitra
212627514009,Aknoul,Fès-Meknès
212724016857,Tanger,Tanger-Tétouan-Al Hoceïma
212692705056,Inahnahen,Tanger-Tétouan-Al Hoceïma
212758525821,Aït Yalla,Drâa-Tafilalet
212680670691,Boumalne-Dadès,Drâa-Tafilalet
212694048788,Oued Rmel,Tanger-Tétouan-Al Hoceïma
212663070845,Douar Kannine,l'Oriental
212632801920,Anzi,Souss-Massa
212625505606,Salé,Rabat-Salé-Kénitra
212621475371,Mzouda,Marrakech-Safi
212632545704,Talmest,Marrakech-Safi
212611613073,Toulal,Fès-Meknès
212694338834,Sidi Mohamed ben Abdallah el-Raisuni,Tanger-Tétouan-Al Hoceïma
212749167121,Sidi Allal El Bahraoui,Rabat-Salé-Kénitra
212616269143,Es-Semara,Laâyoune-Sakia El Hamra
212775582482,Souk El Arbaa,Rabat-Salé-Kénitra
212667867202,Témara,Rabat-Salé-Kénitra
212781277132,Oulad H'Riz Sahel,Casablanca-Settat
212764134317,Harhoura,Rabat-Salé-Kénitra
212639020164,Tamanar,Marrakech-Safi
212651252570,Elkbab,Béni Mellal-Khénifra
212679234967,Dra'a,Drâa-Tafilalet
212612101694,Fnideq,Tanger-Tétouan-Al Hoceïma
212670858370,Beni Ayat,Béni Mellal-Khénifra
212622728062,Point Cires,Tanger-Tétouan-Al Hoceïma
212645140713,El Guerdane,Souss-Massa
212620014174,Dar Bni Karrich,Tanger-Tétouan-Al Hoceïma
212626565065,Moulay Bousselham,Rabat-Salé-Kénitra
212797405754,Aït Attab,Béni Mellal-Khénifra
212727519613,Guercif,l'Oriental
212726941155,Sidi Jaber,Béni Mellal-Khénifra
212716426281,Moussaoua,Fès-Meknès
212694001949,Tamallalt,Marrakech-Safi
212651876406,Biougra,Souss-Massa
212720693413,Igdamen,Souss-Massa
212712690365,Tighassaline,Béni Mellal-Khénifra
212662150812,Boujniba,Béni Mellal-Khénifra
212797502679,Dcheira El Jihadia,Souss-Massa
212794798894,Bouhdila,l'Oriental
212782060368,Mzouda,Marrakech-Safi
212781792455,Sidi Yahya El Gharb,Rabat-Salé-Kénitra
212670416953,Sarghine,Drâa-Tafilalet
212614827284,Fam El Hisn,Souss-Massa
212770159101,Inahnahen,Tanger-Tétouan-Al Hoceïma
212796266340,Skhour Rehamna,Marrakech-Safi
212646499044,Aïn Jemaa,Fès-Meknès
212665875970,Afourar,Béni Mellal-Khénifra
212737568100,Haj Kaddour,Fès-Meknès
212773831624,Echemmaia,Marrakech-Safi
212712138165,Tabounte,Drâa-Tafilalet
212650238694,MyAliCherif,Drâa-Tafilalet
212758458363,Ain El Aouda,Rabat-Salé-Kénitra
212761431118,Lalla Mimouna,Rabat-Salé-Kénitra
212611938496,Tinejdad,Drâa-Tafilalet
212653873552,Bni Ansar,l'Oriental
212797979710,Fnideq,Tanger-Tétouan-Al Hoceïma
212795709747,Tiznit,Souss-Massa
212626300860,Zaïo,l'Oriental
212615726149,Laayoune,Laâyoune-Sakia El Hamra
212695297428,Goulmima,Drâa-Tafilalet
212675912489,Harhoura,Rabat-Salé-Kénitra
212698921254,Laâtamna,l'Oriental
212711635703,Timahdite,Fès-Meknès
212614567685,Arbaoua,Rabat-Salé-Kénitra
212632692826,Aghbala,Béni Mellal-Khénifra
212754174229,Assa,Guelmim-Oued Noun
212648760365,Oulad M'Barek,Béni Mellal-Khénifra
212627705756,Targuist,Tanger-Tétouan-Al Hoceïma
212619162555,Skoura,Drâa-Tafilalet
212698413177,Ighil n'Oumgoun,Drâa-Tafilalet
212672301475,Sebt Jahjouh,Fès-Meknès
212627784125,Sidi Bennour,Casablanca-Settat
212689548083,Midar,l'Oriental
212689610218,Safi,Marrakech-Safi
212778506936,Chichaoua,Marrakech-Safi
212713042715,Drargua,Souss-Massa
212670452698,Sidi Ifni,Guelmim-Oued Noun
212657112174,El Marsa,Laâyoune-Sakia El Hamra
212788418426,Lakhsas,Souss-Massa
212684884823,Chichaoua,Marrakech-Safi
212743441981,Aït Iaâza,Souss-Massa
212754232627,Ahfir,l'Oriental
212730109388,Boufakrane,Fès-Meknès
212690373299,Karia Ba Mohamed,Fès-Meknès
212745098184,Chichaoua,Marrakech-Safi
212683251774,Ouazzane,Tanger-Tétouan-Al Hoceïma
212716746748,Karia (El Jadida),Casablanca-Settat
212732154209,Tiznit,Souss-Massa
212638125972,Er-Rich,Béni Mellal-Khénifra
212748043204,Tata,Souss-Massa
212790858823,Dcheira El Jihadia,Souss-Massa
212759826731,Rommani,Rabat-Salé-Kénitra
212753374050,Aoufous,Drâa-Tafilalet
212640178098,Tata,Souss-Massa
212684830876,Oued Rmel,Tanger-Tétouan-Al Hoceïma
212776178382,Tamassint,Tanger-Tétouan-Al Hoceïma
212685941192,Boumia,Drâa-Tafilalet
212652360153,Imouzzer Kandar,Fès-Meknès
212756723401,Mechra Bel Ksiri,Rabat-Salé-Kénitra
212644017097,Jorf,Drâa-Tafilalet
212772791032,Toulal,Fès-Meknès
212781487018,Agourai,Fès-Meknès
212629298246,Tendrara,l'Oriental
212685792138,Oued-Eddahab,Dakhla-Oued Ed Dahab
212751049062,Aïn Bni Mathar,l'Oriental
212653311869,M'rirt,Béni Mellal-Khénifra
212650898679,Tiztoutine,l'Oriental
212797542403,Errachidia,Drâa-Tafilalet
212783358181,Sidi Slimane,Rabat-Salé-Kénitra
212654990074,Tichoute,Drâa-Tafilalet
212615295604,El Marsa,Laâyoune-Sakia El Hamra
212652137547,Oulad Saïd,Casablanca-Settat
212760870064,Ouarzazate,Drâa-Tafilalet
212648171278,Bouznika,Casablanca-Settat
212725564451,Tétouan,Tanger-Tétouan-Al Hoceïma
212636918985,Sidi Taibi,Rabat-Salé-Kénitra
212611800823,M'rirt,Béni Mellal-Khénifra
212776341112,Ben Sergao,Souss-Massa
212767374568,Sidi Kacem,Rabat-Salé-Kénitra
212720293534,Ghafsai,Fès-Meknès
212711871009,Laayoune,Laâyoune-Sakia El Hamra
212648369740,Sidi Allal El Bahraoui,Rabat-Salé-Kénitra
212729541176,Sidi Abdallah Ghiat,Marrakech-Safi
212761783584,Rissani,Drâa-Tafilalet
212643563586,Sidi Allal Tazi,Rabat-Salé-Kénitra
212760325943,Ighil n'Oumgoun,Drâa-Tafilalet
212682394140,Akchour,Tanger-Tétouan-Al Hoceïma
212787135774,Kelaat-M'Gouna,Drâa-Tafilalet
212746168372,Laâtamna,l'Oriental
212651300700,Agourai,Fès-Meknès
212770798800,Tafajight,Fès-Meknès
212633530759,Massa (Maroc),Souss-Massa
212644675971,Tighassaline,Béni Mellal-Khénifra
212651832240,Ras El Aïn,Casablanca-Settat
212737785823,Aït Ishaq,Béni Mellal-Khénifra
212693048206,Sid Zouin,Marrakech-Safi
212775727372,Saïdia,l'Oriental
212797248975,Tagzen,Souss-Massa
212634414147,Séfrou,Fès-Meknès
212751859411,Bouskoura,Casablanca-Settat
212640344009,Bejaâd,Béni Mellal-Khénifra
212649588407,Tiztoutine,l'Oriental
212714119081,Itzer,Drâa-Tafilalet
212664611667,Kerrouchen,Béni Mellal-Khénifra
212653918737,Boumia,Drâa-Tafilalet
212739140869,Salé,Rabat-Salé-Kénitra
212784759608,Sidi Bouknadel,Rabat-Salé-Kénitra
212758793735,Saïdia,l'Oriental
212638228144,Sarghine,Drâa-Tafilalet
212717765820,Ain El Aouda,Rabat-Salé-Kénitra
212753706247,Tamallalt,Marrakech-Safi
212717391001,Ouled Tayeb,Fès-Meknès
212645513473,Aït Iaâza,Souss-Massa
212617433835,Aït Hichem,Tanger-Tétouan-Al Hoceïma
212769630091,Taroudannt,Souss-Massa
212614989597,Mechra Bel Ksiri,Rabat-Salé-Kénitra
212696343269,Karia Ba Mohamed,Fès-Meknès
212674225271,Stehat,Tanger-Tétouan-Al Hoceïma
212675492735,Gardmit,Drâa-Tafilalet
212626530144,Ain Taoujdate,Fès-Meknès
212778650653,Tafraout,Souss-Massa
212780930078,Aït Ishaq,Béni Mellal-Khénifra
212614778364,Jorf El Melha,Rabat-Salé-Kénitra
212782228290,Kerouna,l'Oriental
212695930534,Imouzzer Marmoucha,Fès-Meknès
212740968077,Tafraout,Souss-Massa
212780600047,Sid L'Mokhtar,Marrakech-Safi
212712423935,Sidi Addi,Fès-Meknès
212645054731,Touarga,Rabat-Salé-Kénitra
212761023253,Séfrou,Fès-Meknès
212696448166,Zaïo,l'Oriental
212744087429,Mzouda,Marrakech-Safi
212742625271,Ghmate,Marrakech-Safi
212735447913,Chefchaouen,Tanger-Tétouan-Al Hoceïma
212732992396,El Kelaâ des Sraghna,Marrakech-Safi
212771229774,Khénifra,Béni Mellal-Khénifra
212718943998,Ajdir,Tanger-Tétouan-Al Hoceïma
212652549877,Lqliâa,Souss-Massa
212615637923,Mohammadia,Casablanca-Settat
212668607425,Smimou,Marrakech-Safi
212621247565,Moussaoua,Fès-Meknès
212738106293,Oulad Amrane,Casablanca-Settat
